word,type,lang,count
"#Pakistansgenocide

",MONEY,en,5
4,CARDINAL,en,1055
a PM/Psy Op,TIME,en,32
Mujibur Rehman’s,PERSON,en,64
Six Points,ORG,en,64
Bangladesh,GPE,en,1113
Pakistan,GPE,en,27865
Bengalis,NORP,en,216
Pakistanbetrayedbengalis,PERSON,en,146
"BREAKING 
Inputs",PERSON,en,57
Pakistan Army's,ORG,en,116
111 Infantry Brigade,ORG,en,57
Coup Brigade,ORG,en,57
Islamaba,GPE,en,57
RT @SkyNews,ORG,en,44
Chinese,NORP,en,5259
Sky News,ORG,en,63
Uyghur,PERSON,en,188
hundreds,CARDINAL,en,177
al…,PERSON,en,46
RT @Abdul_Bugti:,ORG,en,33
Two,CARDINAL,en,828
Pakistani,NORP,en,5114
Kech,GPE,en,186
Balochistan,GPE,en,3958
today,DATE,en,3103
@adgpi,GPE,en,1825
1,CARDINAL,en,1149
Separatist,NORP,en,65
Yasin Malik,PERSON,en,69
Kashmir,LOC,en,25989
Taliban,ORG,en,1589
this month,DATE,en,86
TLP,ORG,en,624
TTP,ORG,en,434
the Pakistan Army,ORG,en,121
this decade,DATE,en,22
Pashtun,NORP,en,17
RT @evazhengll,ORG,en,46
1st,ORDINAL,en,203
45 tons,QUANTITY,en,46
Afghanistan,GPE,en,1912
Shanghai Pudong Airport,FAC,en,46
China,GPE,en,11739
$2.5 billion to $1 billion,MONEY,en,18
two,CARDINAL,en,1665
Taiwan,GPE,en,1182
Russia,GPE,en,464
https://t.co/LGDCi6sXAD,PERSON,en,1
Thursday,DATE,en,531
nine,CARDINAL,en,121
the same day,DATE,en,38
Ukraine,GPE,en,320
Taipei,GPE,en,55
https://t.co/AhRZPdGRUO,ORG,en,1
Three,CARDINAL,en,377
Wednesday night,TIME,en,19
Treva,GPE,en,17
Jammu,GPE,en,2571
Talibani,NORP,en,37
the Durand Line,GPE,en,55
Spin Boldak,ORG,en,33
Kandahar,GPE,en,49
20,CARDINAL,en,330
3,CARDINAL,en,1348
https://t.co/27poJCJb9w,ORG,en,1
Europe,LOC,en,195
US,GPE,en,2543
Beijing,GPE,en,1001
Sri Lanka,GPE,en,289
Schools,PERSON,en,47
Parliament,ORG,en,191
March 1,DATE,en,57
the Prevention of Electronic Crimes Act,ORG,en,48
"https://t.co/jT7XkCVc42
",PERSON,en,1
Bhutan,GPE,en,235
Wednesday,DATE,en,481
India,GPE,en,11479
COVID-19,ORG,en,776
Neighbours,FAC,en,51
India Zindabad🇮🇳,ORG,en,51
Karachiites,GPE,en,128
https://t.co/tpPTig1Izp,NORP,en,1
Hahaha,GPE,en,3
Naya Pakistan,GPE,en,8
Govt,ORG,en,669
Monday,DATE,en,835
Australia,GPE,en,548
"https://t.co/MoZuZP3C2N
",PERSON,en,1
Xi Jinping,PERSON,en,182
CCP’s Central Committee,ORG,en,27
U.S.,GPE,en,349
annual,DATE,en,146
American,NORP,en,140
"https://t.co/NRPfSUoqAm
",PERSON,en,1
Imran Khan,PERSON,en,1325
Pakistan Peoples Party,ORG,en,30
PPP,ORG,en,67
Bilawal Bhutto-Zardari,PERSON,en,17
"https://t.co/ntdrKI6ApW
",PERSON,en,1
China Airlines,ORG,en,9
CAL,ORG,en,9
this year’s Festival,DATE,en,13
75 Years,DATE,en,17
South Asia,LOC,en,164
Uyghur,ORG,en,430
160,CARDINAL,en,75
Afghan,NORP,en,545
Durand Line,PERSON,en,45
Muslims,NORP,en,929
Country,ORG,en,25
Biden Govt,PERSON,en,35
Trump,ORG,en,186
CCP,ORG,en,563
Punjab,NORP,en,287
Sindh,ORG,en,317
Indus,GPE,en,30
the last two years,DATE,en,48
more than 150,CARDINAL,en,39
Muslim,NORP,en,1149
UN,ORG,en,968
Michelle Bachelet,PERSON,en,70
the Human Rights Council,ORG,en,45
March 7,DATE,en,49
Xinjiang,GPE,en,1006
VOA,ORG,en,45
Valley,LOC,en,432
the first two months,DATE,en,44
Gulmarg,ORG,en,111
2021,DATE,en,635
34000,CARDINAL,en,43
RT @GajrajCorps_IA,ORG,en,120
Encourage Sports and Scout Talent*,WORK_OF_ART,en,75
anti-West,NORP,en,13
the United Kingdom,GPE,en,25
UK,GPE,en,504
Tibetan,GPE,en,72
Austria,GPE,en,73
Tibetans,NORP,en,144
Uyghurs,ORG,en,836
Hongkongers,GPE,en,20
The People in Nepal,WORK_OF_ART,en,9
Tibet,GPE,en,505
"https://t.co/l5l4bpadOt
Australian",PERSON,en,2
Peter Dutton,PERSON,en,34
Indo-Pacific,ORG,en,63
https://t.co/VonO4ZQkE7,ORG,en,1
EFSAS,ORG,en,24
UNHRC,ORG,en,57
"https://t.co/fErvLlGhGp
Islamic State",PERSON,en,1
Sibi,ORG,en,29
https://t.co/VUkyHCCzYh,CARDINAL,en,1
eight,CARDINAL,en,74
Taiwanese,NORP,en,196
Military Experts Mock Chinese ‘Low-Quality’ Hardware For Russia,WORK_OF_ART,en,2
past few years,DATE,en,62
"https://t.co/q6kxtBoYqU
China",ORG,en,1
Russian,NORP,en,190
Vladimir Putin,PERSON,en,22
abhorrent &amp,ORG,en,46
culture &amp,ORG,en,90
Rouf dance- Soul,PERSON,en,77
#KashmirBlossoming,MONEY,en,505
Kashmiri,ORG,en,2185
WindsOfChange,WORK_OF_ART,en,184
#,CARDINAL,en,37930
6th December,DATE,en,51
this day,DATE,en,276
1971,DATE,en,696
13 Years,DATE,en,30
26/11,CARDINAL,en,179
Mumbai,GPE,en,591
तो दूसरी,ORG,en,30
Tribute,ORG,en,27
NSG Commandos,ORG,en,30
MARCOS,PERSON,en,31
Indian ATS,GPE,en,30
Railway Protection Force,ORG,en,30
Mumbai Fire Brigade &,ORG,en,30
Victims,ORG,en,30
#2611Attack #,MONEY,en,28
RT @IndianExpress:,ORG,en,58
Army,ORG,en,2740
RT @AsadAToor:,ORG,en,43
12%,PERCENT,en,46
Punjab,PRODUCT,en,167
Two thirds,CARDINAL,en,43
130,CARDINAL,en,79
139,CARDINAL,en,61
the World Justice Project’s ‘Rule of Law Index,ORG,en,45
Ni,PERSON,en,45
RT @Newskashmirm,ORG,en,51
Broken,PERSON,en,56
6,CARDINAL,en,406
RT @PatrioticUsman:,ORG,en,52
un,ORG,en,81
Indian,NORP,en,3423
Sam Manekshaw,PERSON,en,36
Gen Jagjit Singh Aurora,PERSON,en,24
Gen JFR Jacob,PERSON,en,24
Gen Sujan Singh Uban,PERSON,en,24
the Indian Army,ORG,en,383
PakSurrenderDay,PERSON,en,94
RT @ANI:,ORG,en,83
Indian Army,ORG,en,1418
Ghaggar Hill,GPE,en,52
Pakistan Army,ORG,en,758
21,CARDINAL,en,163
Gorkha,PERSON,en,63
embroidery &amp,ORG,en,68
Intricate,ORG,en,68
RT @Qamarcheema,PERSON,en,53
Top Diplomate,FAC,en,53
Saudi,NORP,en,99
"https://t.co/SDUxc4okYc
Fake",MISC,es,1
weeks,DATE,en,67
months,DATE,en,157
months to years and,DATE,en,28
years to decades,DATE,en,28
the day,DATE,en,574
Srinagar,GPE,en,1762
BringBackThePandits,MONEY,en,250
KashmiriPandits,ORG,en,299
Today,DATE,en,1104
the black day,DATE,en,51
one,CARDINAL,en,1390
balochistan,NORP,en,25
indian,NORP,en,274
the Islamic Republic of Pakistan,GPE,en,72
Heera Mandi,PERSON,en,58
RT @OsintUpdates,ORG,en,60
#BIG:,MONEY,en,60
14,DATE,en,72
PLA,ORG,en,483
Ladakh &,ORG,en,62
LAC,ORG,en,106
2-8 Jan.,DATE,en,60
AakhirKabTak Candle,PERSON,en,15
Lal Chowk,FAC,en,19
condemn &amp,ORG,en,22
Pak,NORP,en,1261
Terrorism &,ORG,en,25
88%,PERCENT,en,28
shia,NORP,en,28
Hinglaj Mata Mandir,PERSON,en,70
11th,ORDINAL,en,88
Hindu,NORP,en,1132
last 22 months,DATE,en,67
"https://t.co/cdInBZ9cJs
Banned",PERSON,en,1
"https://t.co/ELOrjIRruU
",PERSON,en,1
The day,DATE,en,36
Lol https://t.co/CDoh1aB0oC,PERSON,en,58
https://t.co/dbQssQWq0f,GPE,en,1
Kia,ORG,en,60
Hyundai,ORG,en,64
CSD,ORG,en,58
https://t.co/TdNiNn4ff6,ORG,en,52
these days,DATE,en,27
Colombo,ORG,en,5
New Delhi,GPE,en,195
Policy Research Group,ORG,en,9
United Kingdom’s,GPE,en,64
Kingston Crown Court,ORG,en,64
MQM,ORG,en,84
Altaf Hussain,PERSON,en,204
BLA,ORG,en,119
FC,ORG,en,301
Noshki,GPE,en,67
Panjgur,ORG,en,98
RT @NewsComWorld:,ORG,en,1984
Khan,PERSON,en,245
Kalat,GPE,en,99
Referendum,GPE,en,70
Kashmiriyat,PERSON,en,248
Pak Army,ORG,en,610
Pashtuns,ORG,en,196
United Nation Human Right Commission,ORG,en,32
PunjabPolice,ORG,en,38
45,CARDINAL,en,118
Premkot,GPE,en,35
FATF,ORG,en,371
June 2018,DATE,en,48
27,CARDINAL,en,129
https://t.co/ZBE2fmgbn2,GPE,en,1
$100 million,MONEY,en,18
the Taiwan Strait,LOC,en,50
foreign ministry,ORG,en,17
Wang Wenbin,PERSON,en,17
"https://t.co/RKl9oVzaDw
Australia",PERSON,en,1
Australian,NORP,en,198
Ladakhi,ORG,en,13
the Beijing Winter Olympics,EVENT,en,25
Badok,LOC,en,38
the Makran Coastal Highway,ORG,en,16
Sunday,DATE,en,551
five,CARDINAL,en,356
The Baloch Raj Aajoi Sangar,PRODUCT,en,38
Credit Suisse,ORG,en,29
about 600,CARDINAL,en,25
billions of dollars,MONEY,en,50
"1,400",CARDINAL,en,27
German,NORP,en,41
Natalie Geisenberger,PERSON,en,24
The Human Rights Commission,ORG,en,16
HRCP,ORG,en,31
Hafeez Baloch,FAC,en,47
MPhil,ORG,en,21
the Physics Department,ORG,en,17
Bambur,PERSON,en,28
Another Disaster for Balochis,PERSON,en,28
"https://t.co/XggZFfXdt1
China",PERSON,en,1
Terrorists,ORG,en,110
Washington DC,GPE,en,54
the Pakistan Sponsored Terrorism,ORG,en,29
BlackListPakistan,GPE,en,98
https://t.co/0D3CntU3OU,NORP,en,1
recent weeks,DATE,en,8
"https://t.co/C30NmfNCSk
",PERSON,en,1
@OfficialDGISPR --Breaking News--,PERSON,en,1
Pakistan Spread,PERSON,en,2
"Social Media

",ORG,en,3
FunnyPakistan,ORG,en,6
@anjanaomkashyap,GPE,en,51
P@kistan Spread,PERSON,en,1
Propaganda,GPE,en,134
CoronainPakistan,GPE,en,1
🤣,ORG,en,6
ISPR,GPE,en,3
Covid_19,GPE,en,194
Kashmir,GPE,en,729
Delhi,GPE,en,407
P@kistan Spread Propaganda,PERSON,en,1
Social Media,ORG,en,26
"Fact 
https://t.co/Q8rPQg49qB",ORG,en,1
@OmarAbdullah,PERSON,en,52
Ramadan Mubarak,PERSON,en,6
2020,DATE,en,457
#ramzanmubarak #,MONEY,en,1
ramzan2020,MONEY,en,1
#RamzanTheMonthOfBlessings https://t.co/ud0Qwu6ZtR,MONEY,en,1
Jr NTR@Tarak9976739405,PERSON,en,1
13h 1 Day,DATE,en,1
Party,ORG,en,16
Anna,PERSON,en,3
Asia,LOC,en,132
Dal Lake,LOC,en,117
the Union Territory of Jammu,ORG,en,14
Nature's Beauty is the Promise of Happiness,WORK_OF_ART,en,1
KashmirBeauty,PRODUCT,en,2
StayAtHomeAndStaySafe,PERSON,en,4
KashmirLockdown,ORG,en,27
kashmirbeauty,MONEY,en,5
#MinoritiesUnsafeInPakistan,MONEY,en,4
#COVID19,MONEY,en,290
StayAtHomeSaveLives,PERSON,en,5
COVID-19 Jummah,PERSON,en,2
#StaySafe #,MONEY,en,16
JummaMubarak,ORG,en,13
"@jammu
 for passengers",ORG,en,1
first,ORDINAL,en,2223
#CoronaAlert #,MONEY,en,7
#Pakistan Forces,MONEY,en,1
J&amp;K,GPE,en,44
yesterday,DATE,en,588
@nailainayat,GPE,en,646
muslims,NORP,en,86
https://t.co/ltP2wfeoVl,PERSON,en,1
2004,DATE,en,18
Salma Shafeeq Ghori,PERSON,en,2
IndianArmy,ORG,en,287
FreeBalochistan,PRODUCT,en,138
@TheTeamPatriot Mother,PERSON,en,1
Bramsh,PERSON,en,8
Protests,NORP,en,263
Balochistan,PERSON,en,56
Turbat,ORG,en,4
Buleda,GPE,en,1
Washuk &,ORG,en,1
4-year-old,DATE,en,3
shot &amp,ORG,en,2
injured &,ORG,en,1
Maliknaz Baloch,PERSON,en,1
#Punjabi #,MONEY,en,1
Dannuk,GPE,en,2
Kech,PERSON,en,17
Pak,GPE,en,467
https://t.co/95HkpJR3Kz,PRODUCT,en,1
Afaganistan,PERSON,en,2
#IndiaNepalFriendship https://t.co/OqFW6OQAso,MONEY,en,1
@AQUIBMIR7 @TwitterIndia Real face of,PERSON,en,1
#MinortiesUnsafeInPakistan https://t.co/JVAS9herLq,MONEY,en,1
@SacchiSadhana,GPE,en,1
KashmirNormalcy,ORG,en,810
"@AdityaRajKaul --Breaking News--

Minorities",PERSON,en,1
NayaPakistan,ORG,en,179
ImranKhanPTI,PERSON,en,4
HMO,GPE,en,1
#Balochistan People,MONEY,en,1
FreeBalochistan,ORG,en,153
https://t.co/JGBeKctO8I,GPE,en,1
#JusticeForBramsh,PERCENT,en,2
@amritabhinder #Security,ORG,en,1
Awantipora,GPE,en,108
#TerrorismFreeKashmir,MONEY,en,35
Kalal,GPE,en,6
Nowshera,PERSON,en,6
"#Terrorism 
https://t.co/0e2xxOMQyN",QUANTITY,en,1
NighatBashir,PERSON,en,4
Knight Bashir's,PERSON,en,1
@AdityaRajKaul Indian Army,ORG,en,3
"90,000",CARDINAL,en,8
China Army,ORG,en,3
IndiaArmy,ORG,en,17
Baloch Nation,ORG,en,16
#freeBalochistan,MONEY,en,5
POK,ORG,en,203
Aameen,PERSON,en,8
#BalochistanIsNotPakistan,MONEY,en,47
Kashmiri Mother,ORG,en,2
Kashmir https://t.co/CyUqXowNhm,LOC,en,1
बकवास,GPE,en,1
#Pakistan Killing Innocent #,MONEY,en,1
Kashmiri,PERSON,en,1403
#Baramulla https://t.co/N2rsMpz02v,QUANTITY,en,1
Shopian,NORP,en,669
@Whiteknight_IA,LOC,en,36
@szarabi,DATE,en,5
Shayak Ahmad Sofi,PERSON,en,1
Shayak,PERSON,en,1
31-05-2020,DATE,en,1
19 March 2020,DATE,en,1
North Kashmir,LOC,en,132
LOC,ORG,en,190
Kamalkot,GPE,en,1
Baramulla District,LOC,en,11
Pak Shelling,GPE,en,1
Ghulab Bagh Tral,FAC,en,1
Pulwama District,LOC,en,6
Village,LOC,en,1
kulgam encounter,PERSON,en,1
#TerroristsFreeKashmir,PERCENT,en,1
TerroristsFreeKashmir https://t.co/XWzf5Rzztc,PERSON,en,1
Air Commodore,ORG,en,4
APJ Abdul Kalam,PERSON,en,17
People’s,ORG,en,1
Sharing One,PERSON,en,1
SandArt,PERSON,en,8
Puri beach https://t.co/V5f90PNJSl,GPE,en,1
5th,ORDINAL,en,105
LG,ORG,en,109
73,CARDINAL,en,124
476cr,FAC,en,1
#Army 53 RR,ORG,en,1
181,CARDINAL,en,4
three,CARDINAL,en,633
Pakherpora,PRODUCT,en,2
https://t.co/vVUNcDsnYT,PERSON,en,1
KarachiTerroristAttack,MONEY,en,1
CHINA,GPE,en,31
5,CARDINAL,en,823
Chinese,LANGUAGE,en,30
Karachi,GPE,en,664
Namaz,GPE,en,18
14,CARDINAL,en,266
Sindh,GPE,en,141
Pak,PERSON,en,607
Hindus,NORP,en,230
https://t.co/gViRrH1BgU,ORG,en,1
@amritabhinder #Terrorists,ORG,en,1
8,CARDINAL,en,276
Friday,DATE,en,520
https://t.co/lVrkGt2jD0,PERSON,en,1
@amritabhinder,PERSON,en,28
JunkOneChina https://t.co/nbrqI1hE45,PERSON,en,1
JunkOneChina,PERSON,en,8
NayaKashmir,ORG,en,400
#India https://t.co/vBys72bAN2,MONEY,en,1
Sacred Tarsar,PERSON,en,1
Satoora,ORG,en,1
NayaKashmir,PRODUCT,en,484
IAS,ORG,en,28
IPS,ORG,en,29
#FreeKashmirFromTerrorism https://t.co/VIV3SeFmMD,MONEY,en,1
Yesterday,DATE,en,194
Article370,ORG,en,4
Kahmir,PERSON,en,5
##,MONEY,en,16
Revoking Article370,PERSON,en,1
KashmirTowardsProsperity,ORG,en,9
development &amp,ORG,en,17
article 370,LAW,en,41
kashmirtowardsProsperity,PERSON,en,4
#Kashmir Valley,LOC,en,21
KashmirTowardsProperity https://t.co/tZmpRH4Qyf,PERSON,en,1
"Peace, development &amp",ORG,en,8
KashmirTowardsProperity,PERSON,en,1
the last 11 Month,DATE,en,1
26 Days,DATE,en,1
within few years,DATE,en,1
NewJammuKashmir,PERSON,en,7
Srinagar-Baramulla highway,ORG,en,1
Article 370,LAW,en,235
KashmirPrideofIndia,GPE,en,154
FreeKashmir,PRODUCT,en,41
DC Budgam,PER,fr,1
Kashmir,LOC,fr,28
EidMubarak https://t.co/TbwBKqyHTb,MISC,fr,1
National,ORG,en,30
Eid Mubarak,PERSON,en,50
Entire,ORG,en,8
Stay Safe,PERSON,en,17
Maintain Social Distance,ORG,en,1
Sanatizer,PERSON,en,1
EidMubarak,ORG,en,114
15,CARDINAL,en,453
https://t.co/MfDb8Hr18Z,GPE,en,1
Saadia Sajad,ORG,en,1
Handwara,ORG,en,65
Laughter,PERSON,en,6
35A.,CARDINAL,en,2
https://t.co/vBi7ZRSw41,GPE,en,1
Jammu &,ORG,en,453
https://t.co/rvUXJApIyC,GPE,en,1
BalochistanIsNotPakistan,MONEY,en,8
@AdityaRajKaul,PERSON,en,99
@aajtak,GPE,en,187
#TuesdayMotivation #,MONEY,en,19
NASA,ORG,en,44
tuesdayvibes https://t.co/TDE2wpXNAi,PERSON,en,1
@madhutrehan @MnshaP,PERSON,en,3
Gurus,GPE,en,1
@anamikamber @PMOIndia @AmitShah @ippatel @Jawahargoel,ORG,en,1
kashmir,LOC,en,296
@RootsInKashmir @NeonKashmir,PERSON,en,1
@kashmirArchives,ORG,en,2
#MondayMotivation #MondayMood #NoTimeToDie,MONEY,en,1
JammuAndKashmir,GPE,en,424
@kokumsherbet,ORG,en,1
only one,CARDINAL,en,174
#mondaythoughts #MondayMotivation,MONEY,en,9
@VaranasiSpeaks,CARDINAL,en,1
hii,NORP,en,1
#JusticeForDisha,MONEY,en,1
Cdr Abhinandan,PERSON,en,8
@MajorPoonia,CARDINAL,en,113
72,CARDINAL,en,32
Ganda,GPE,en,1
"🤣
",PERSON,en,2
https://t.co/cNmt8hgOlF,GPE,en,1
@aadil_khan01,PERSON,en,33
@BDUTT,PERSON,en,28
@AtikahQureshi,PERSON,en,18
@manojmayur,CARDINAL,en,1
Alexander,ORG,en,3
@AzmiShabana,ORG,en,1
@Ibne_Sena,ORG,en,411
@KailashOnline,NORP,en,4
RT,NORP,en,96
Shahid Shah,PERSON,en,2
@ReallySwara @PMOIndia,PERCENT,en,1
@rashtrapatibhvn @AartiTikoo,ORG,en,1
#IndiaRejectsCAB #,MONEY,en,1
@sakshijoshii,PERSON,en,6
@afgani_friend12,GPE,en,23
#InsideEdge2,MONEY,en,1
Unnao #UnnaoTruth,ORG,en,1
HyderabadEncounter,PERSON,en,3
earth,LOC,en,96
#ChangeWhatYouCan #,MONEY,en,1
Encounter,WORK_OF_ART,en,1
tomorrow,DATE,en,280
#ShameOnAnjana #ShameOnAajTak #,MONEY,en,1
a new year,DATE,en,4
@BhataktaTweet,PERSON,en,5
@A2D2,ORG,en,4
@maheshwarisr https://t.co/41e8tmPehK,PERSON,en,1
New Year,EVENT,en,55
https://t.co/Mqm1gSFgBI,PERSON,en,1
Mam's,ORG,en,1
🤣,PRODUCT,en,96
@Sirchahal,LOC,es,1
ho,GPE,en,5
ho jati hai,PERSON,en,2
#Goodbye2019Welcome2020 @being_ra66it,MONEY,en,1
@frankenstrike_x,ORG,en,2
kya??,PERSON,en,1
RT @MajorPoonia: JIHAD,ORG,en,1
CAA Protest,ORG,en,1
"planned,,funded &",ORG,en,1
https://t.co/Y0q9ApXQiC,GPE,en,1
https://t.co/oAL71nYnvi,GPE,en,1
#jihad,MONEY,en,5
kashmiriyat,PERSON,en,22
Analyse,PRODUCT,en,2
@PMOIndia @hussain_imtiyaz,ORG,en,3
@JKNC,ORG,en,192
@BhataktaTweet @satyarthbhatt1,PERSON,en,2
@maheshwarisr https://t.co/igZAuolysx,PERSON,en,1
new year day,DATE,en,1
@786__Zakia,GPE,en,47
#TagraRaho Style,MONEY,en,1
happynewyear2020,MONEY,en,4
RT @DDNewsLive:,ORG,en,4
Indo-Tibetan Border Police Force's,ORG,en,1
Skiing Institute,ORG,en,1
"#Auli  

",MONEY,en,1
Michael Jackson,PERSON,en,3
Hindi,GPE,en,21
night,TIME,en,139
NationalismInKashmir,PERSON,en,19
Envoys,ORG,en,3
🙂,GPE,en,6
Salman,PERSON,en,6
Ajay😀,PERSON,en,1
1947,DATE,en,210
One,CARDINAL,en,854
kashmiri,PERSON,en,206
jammu,GPE,en,10
Rupay,LOC,en,1
@Theasgarhussain,ORG,en,12
Republic day,DATE,en,4
🇮,CARDINAL,en,401
https://t.co/qeIvLB4bf6,PERSON,en,1
Akula Sai Samhitha,PERSON,en,1
more than 60,CARDINAL,en,3
RT @arunbothra,ORG,en,6
Kashmiri Muslims,ORG,en,3
Kas,PERSON,en,10
2,CARDINAL,en,1459
@SrBachchan @FaraaahKhan,ORG,en,1
US Scholar,ORG,es,1
Pakistani,MISC,es,2
StandWithKashmir,MISC,es,1
🙏,ORG,en,369
🙏,GPE,en,41
RT @GilitBalistan:,ORG,en,1
Christine,PERSON,en,7
WednesdayWisdom,ORG,en,63
National Assembly,ORG,en,50
Jihad,ORG,en,50
Ji,PERSON,en,44
RT @Sajeda_Akhtar,ORG,en,139
https,PERSON,en,198
RT @MGMotorIn:,ORG,en,1
MG,ORG,en,1
MG Pavilion,ORG,en,1
😉🤪,PERSON,en,1
https://t.co/GGuPPgMhJ3,PERSON,en,1
RT @SudhaRamenIFS,ORG,en,1
RT @j_padh,ORG,en,5
@07Godara @_sifa_k,PERSON,en,2
🏵,ORG,en,1
🌸,PRODUCT,en,1
KashmirBleeds,PERSON,en,362
StandWithKashmir,MONEY,en,2
PakistanBetraysKashmir,MONEY,en,28
RT,GPE,en,2491
PakistanBetraysKashmir Pak,PERSON,en,2
PakistanBetraysKashmir,PERSON,en,29
https://t.co/9rmDOsOWLr,PERSON,en,1
Parvaiz Mehdi Qureshi,PERSON,en,1
RT @rohanduaTOI,ORG,en,5
Kedarnath,GPE,en,1
last year,DATE,en,138
"Mutliplex
Malls
Sports",ORG,en,3
Separatists,NORP,en,25
SaturdayThoughts,ORG,en,104
one day,DATE,en,73
FOUR YRS AGO,DATE,en,2
Gallant #IndianBraves Capt Tushar Mahajan,ORG,en,2
Pawan Kumar,PERSON,en,1
Love,WORK_OF_ART,en,160
https://t.co/DaeOXYEkZk,ORG,en,1
Deepak Sharma,PERSON,en,1
KirtiChakra,PERSON,en,13
42,CARDINAL,en,23
LestWeForgetIndia,PERSON,en,48
🇮,PRODUCT,en,33
Fun🤗 https://t.co/osFNfxr80D,ORG,en,1
#Kashmir #,MONEY,en,2837
https://t.co/awvzoRS3VD,PERSON,en,1
#Kashmir #ThursdayThoughts #,MONEY,en,2
ChandrashekharAzad,PRODUCT,en,2
RT @satyarthbhatt1,ORG,en,6
@Praphul72389280 @aadil_khan01 First,PERSON,en,1
Kashmir https://t.co/sDg915bvBR,PERSON,en,1
@aadil_khan01 Fake,ORG,en,1
#Kashmir,MONEY,en,707
RT @ExmuslimsOrg:,ORG,en,1
RT @nistula,PERSON,en,2
Suspecting,PERSON,en,1
cat &amp,ORG,en,1
Rana Kapoor,PERSON,en,1
Winter Games,EVENT,en,29
Gulmarg,GPE,en,101
https://t.co/mrIRJjNgGz,PERSON,en,1
Netanyahu,PERSON,en,4
Israel,GPE,en,259
Israelis,NORP,en,2
@zeya_mir,PERSON,en,11
#FridayThoughts #FridayMotivation,MONEY,en,17
RT @WIONews:,ORG,en,180
Shalmala River,LOC,en,1
Sirsi,PRODUCT,en,1
Karnataka,PERSON,en,16
Goa CM,PERSON,en,2
manoharparrikar,PERSON,en,2
IIT,ORG,en,41
#COVID2019,MONEY,en,21
Terrorism,NORP,en,21
Kashmir https://t.co/XxI1BDI2Ga,LOC,en,1
italy,GPE,en,2
sonia gandhi,PERSON,en,1
https://t.co/gEWndsagsg,PERSON,en,1
🤣,PERSON,en,31
aye haye,PERSON,en,1
https://t.co/1vRNKNl8YH,ORG,en,1
bolna hai,PERSON,en,1
matlab kuch bhi,PERSON,en,2
"justice
",PERSON,en,1
@OfficialDGISPR @nistula  ,PERSON,en,1
@TarekFatah,PERSON,en,162
@NatashaFatah,GPE,en,3
"Barabanki, Site to Develop for Religious Tourism https://t.co/3KuZm7MLrI",ORG,en,1
muslim,NORP,en,72
kayar,PERSON,en,1
@ImtiazMadmood,CARDINAL,en,3
@OfficialDGISPR,GPE,en,195
@Jalagamsandeep,ORG,en,1
@akshaykumar,GPE,en,53
@MajorPoonia @Shehzad_Ind @aadil_khan01,PERSON,en,1
the Midst of Crisis &,ORG,en,1
"Despair
Something so Positive",ORG,en,1
the Selfless Pockets,FAC,en,1
Navi Mumbai,FAC,en,4
@priyankagandhi,DATE,en,3
#SaturdayMorning #,MONEY,en,12
SaturdayVibes,PERSON,en,74
JanathaCurfew,PERSON,en,1
Indians,NORP,en,402
CORONA,ORG,en,2
#ThursdayMotivation #,MONEY,en,13
#pakistan,MONEY,en,4
second,ORDINAL,en,530
WednesdayThoughts,PERSON,en,31
Karnah,PERSON,en,25
Kupwara,ORG,en,81
2pm today,TIME,en,1
SDM,ORG,en,3
Avalanche Rescue Team,ORG,en,1
#KashmirFutureHeadlines #,MONEY,en,2
eachonereachone,MONEY,en,1
https://t.co/5wqiyuq00y,GPE,en,1
Keran,GPE,en,42
Corona,LOC,en,88
MondayMotivaton,PERSON,en,21
NiaziIsCorona,ORG,en,246
Himachal @Rising_Himachal,ORG,en,1
Wuhan,GPE,en,140
zero,CARDINAL,en,30
midnight,TIME,en,25
"@PMOIndia @realDonaldTrump 
",ORG,en,1
Lockdown,PERSON,en,26
#COVID19Pandemic #,MONEY,en,2
Lakshman,ORG,en,2
24.04.2020,CARDINAL,en,1
https://t.co,PERSON,en,52
RamadanMubarak,ORG,en,20
Instinct,PERSON,en,1
Vibes,PERSON,en,1
2017,DATE,en,133
IndianBraves,ORG,en,6
Kashmiris,PERSON,en,772
Baramulla,NORP,en,260
@MajorPoonia,GPE,en,78
@SunilPa37859772 @aadil_khan01,PERSON,en,1
@rizwanqaderi,NORP,en,1
Ch!na,ORG,en,2
Pok,NORP,en,4
daily,DATE,en,567
Yuvi,PERSON,en,5
@sachin_rt @BCCI,PERSON,en,1
https://t.co/xmiicrMPZg,GPE,en,1
@BDUTT,ORG,en,14
Capt Tushar,PERSON,en,2
IMMORTAL,ORG,en,2
@imsabbah,ORG,en,5
Seperatists,NORP,en,1
NewKashmir,PERSON,en,15
@Ibne_Sena,PERSON,en,16
😄,PERSON,en,10
@gujarati,GPE,en,4
@ShauryaDJoshi,ORG,en,7
Saragahri,NORP,en,1
Rajputs,NORP,en,1
Marathas,GPE,en,1
Gorkhas,PERSON,en,1
the British Army,ORG,en,1
@JaiswalSabrina @ShauryaDJoshi,PERSON,en,1
Valor,ORG,en,2
thousands,CARDINAL,en,547
Afghani Invaders,ORG,en,1
The Greatest Battle,PRODUCT,en,1
RT @aiburza,PERSON,en,3
#Pahalgam,MONEY,en,5
Kashmirw,PERSON,en,1
@Frontalfire @ShauryaDJoshi,PERSON,en,1
Mrs Roshani,PERSON,en,1
@Imamofpeace,ORG,en,91
@nistula,PERSON,en,5
