word,type,lang,count
kita mutualan,PERSON,en,4
dll mutualan kuy,PERSON,en,4
RT @_strwbryymoon:,GPE,en,2
jisoo stan,PERSON,en,2
RT @imyournda,ORG,en,1
nctzen mari mutualan,PERSON,en,1
mutualan engene,PERSON,en,3
rt tysm,PERSON,en,2
RT @amoreaay:,PERSON,en,4
mutualan sini,PERSON,en,4
The KKB Terrorist Group,ORG,en,8
New Zealand,GPE,en,8
Kuala,GPE,en,3
RT @afiations,ORG,en,1
@MUTUALANDFESS Hayuu,PER,es,1
RT @taekyonca,ORG,en,2
rt+like ya,PERSON,en,2
tysm,PERSON,en,27
💖,PERSON,en,2
RT @96dyie,ORG,en,2
nctzen wayzenni mrie mutualan,PERSON,en,2
RT @BTS_twt:,ORG,en,3
RT @danillajpr,ORG,en,2
KBS Music Bank's,ORG,en,1
RT @lattecocco,ORG,en,2
yaa &lt;3,ORG,en,2
RT @twiztidnm,ORG,en,1
mari mutualan exol nctzen carat,PERSON,en,1
RT @lucydoee:,ORG,en,1
RT @idg4fm,PERSON,en,3
RT @jijaeqinc,ORG,en,1
nctzen wayzennie mari mutualan,PERSON,en,1
RT @itsmarkeuu,ORG,en,1
thankyou,PERSON,en,1
cari mutualan exo-l,PERSON,en,1
dah,ORG,en,1
#roleplayer,MONEY,en,1
Syekh Ali Ja,PERSON,en,1
RT @HRJLOVR,ORG,en,1
mutualan nctzen,PERSON,en,1
RT @hoyddoyie,ORG,en,1
Msh,PERSON,en,1
Nctzen Wayzenni,PERSON,en,1
Raffi Ahmad,PERSON,en,2
Indonesian,NORP,en,1
Instagram,LOC,en,2
Indonesia,GPE,en,2
RT @alandakariza,ORG,en,1
RT @rpmxnstr,ORG,en,2
gabut yuk mutualan army,PERSON,en,2
@remindersph,GPE,en,2
3rd,ORDINAL,en,2
Folbek,GPE,nl,1
indonesia,GPE,en,1
RT @iqbaale,ORG,en,1
June,DATE,en,1
@_whhy,ORG,en,1
@MUTUALANDFESS Auto,ORG,en,4
Gas,PER,es,1
RT @shynvjkm,ORG,en,2
mau cari mutualan,PERSON,en,2
RT @devnydwi,ORG,en,4
RT @RICKDRCH,PERSON,en,2
Marie mutualan,PERSON,en,2
RT @Hadithoftheday:,PERSON,en,2
Quiz Time,PERSON,en,2
Eating,PERSON,en,1
Boros,GPE,en,5
RT,GPE,en,3
3,CARDINAL,en,3
RT @rowanna_09:,ORG,en,1
Spotify,ORG,en,1
Monday,DATE,en,6
Auto fb coy,MISC,es,1
RT @peacheeps,ORG,en,1
Jungkook,PERSON,en,2
@MUTUALANDFESS Hayo,PER,es,1
RT @gogumatyongie:,ORG,en,1
hii ini tiaa,ORG,en,1
hai🖐,PRODUCT,en,1
nctzen wayzenni,PERSON,en,12
ya tysm,PERSON,en,2
@zahrazll,ORG,en,1
"RT @infronthood: p, rame",ORG,en,1
mau cari mutualan hybe,PERSON,en,1
stan,PERSON,en,3
@ntsana,GPE,en,1
RT @neoctgirl:,ORG,en,8
mutualan exol,PERSON,en,8
nctzen,PERSON,en,1
RT @vanttaeshin:,ORG,en,1
mutualan,PERSON,en,8
404,CARDINAL,en,1
drakor ato series yang,PERSON,en,1
Lanat,GPE,en,1
Apni,PERSON,en,1
apni jagah,PERSON,en,1
Kry,PERSON,en,1
KENYA,ORG,en,1
KENYATTA,PERSON,en,1
bhai,PERSON,en,1
Congress,ORG,en,1
JUNGKOOK,ORG,en,1
HOBI,ORG,en,1
@arterybb yang,PERSON,en,1
jual,DATE,en,1
netflix,GPE,en,2
ada ga,PERSON,en,1
Mau cari mutualan hybe,PERSON,en,1
stan esp army,ORG,en,1
@MUTUALANDFESS1 Auto,ORG,en,3
@MUTUALANDFESS1 Yu,PERSON,en,2
@MUTUALANDFESS1,ORG,en,4
sampe bosen,ORG,en,1
RT @jessicaberliin,ORG,en,2
temen yang,PERSON,en,2
RT,NUMERIC_VALUE,ro,4
Apa alasanmu ga mau,PERSON,ro,1
"bersyukur

",FACILITY,ro,1
Geez,PERSON,en,2
MH,ORG,en,1
Sant Rampal,PERSON,en,2
Maharaj,ORG,en,2
India,GPE,en,2
Khadejra Golding MA,PERSON,en,1
Suna,ORG,en,2
jinhone itni,PERSON,en,2
ko,PERSON,en,3
krwaya h.,PERSON,en,2
kumar singh,PERSON,en,1
@MUTUALANDFESS Auto,PER,es,1
Sung lmit,PERSON,en,1
RT @selfhealing_id,ORG,en,1
RT @jeschzx,ORG,en,4
RT @feyzadhini,ORG,en,2
Mutualan,GPE,en,9
rt dan like,PERSON,en,2
ya jangan,PERSON,en,2
unflop,PERSON,en,1
RT @richbrian:,ORG,en,1
one,CARDINAL,en,5
Gass,PERSON,en,6
Bosen,PERSON,en,2
RT @kabogohaheng,PERSON,en,2
mari kita mutualan^^,PERSON,en,2
RT @dearjiminiie,PERSON,en,3
mau cari,PERSON,en,3
RT @elmariayoongi,ORG,en,4
Ayoo,GPE,en,1
💚,PERSON,en,2
RT @_jjnlee,ORG,en,1
yuk nctzen,PERSON,en,1
wayzeni,NORP,en,1
RT @lilkinci,PERSON,en,1
help rt,PERSON,en,6
RT @Kookoopics,ORG,en,1
RT @jeffeyyann,ORG,en,1
tysm♡,PERSON,en,1
RT @valsnoota,PERSON,en,1
cyber acc,PERSON,en,1
CA,WORK_OF_ART,en,1
day&lt;3,PERSON,en,1
anti bxg &amp,ORG,en,1
✨,ORG,en,5
RT @cchaniee,ORG,en,2
RT @KJJUNGWO,PERSON,en,2
RT @BoBoiBoy: Selamat,ORG,en,1
RT @wmarkeulee,ORG,en,3
hii,ORG,en,5
Valid,LOC,es,2
Kwasi Kwarteng,PERSON,en,3
Kwasi kwarteng,PERSON,en,1
Party,ORG,en,1
@Riyansupyans,NORP,en,4
RT @FiersaBesari,PERSON,en,5
RT @aaliyah_dq,PERSON,en,1
Drop,PERSON,en,1
Dash Emperor,MISC,es,1
RT &,ORG,en,2
TWIT,NORP,en,1
RT @GABUT_FESS,ORG,en,2
RT @vkokstar,ORG,en,1
pls!,ORG,en,1
RT @mogkwuniee,ORG,en,3
yaww,NORP,en,3
marii mutualan,persName,pl,2
neozen,GPE,en,2
Dozens,CARDINAL,en,2
RT @cirasedikitkece,ORG,en,1
mrie mutualan,PERSON,en,1
@MUTUALLANDFESS Yu,PERSON,en,2
Rubber stamps for the anime fans,ORG,ja,1
三木,GPE,ja,1
https://t.co/yGhBsvXHLF,PRODUCT,ja,1
RT @GERALDXAR,ORG,en,1
Lewat,PERSON,en,5
Exol,PERSON,en,4
#HAPPYJENODAY #,MONEY,en,2
#NCT,MONEY,en,3
NCTDREAM,ORG,en,2
RT @jngsungchanie,ORG,en,1
marie mutualan,PERSON,en,2
Salah,NORP,en,1
Thiago,GPE,en,1
LFC,ORG,en,2
LIVBUR,ORG,en,1
Match day,DATE,en,1
gass mutualan,PERSON,en,2
kholi huitya hai,PERSON,en,1
Jo,NORP,en,1
karke apne,PERSON,en,1
ko moka de.,PERSON,en,1
hai unko bench,ORG,en,1
Kholi,PERSON,en,1
2,CARDINAL,en,1
Sharma,NORP,en,1
Banyak yang,PERSON,en,4
🥺,PERSON,en,4
🛵,NORP,en,4
SM,ORG,en,4
RT @muffinwarm,ORG,en,3
𝐂𝐘𝐁𝐄𝐑,WORK_OF_ART,en,3
RT @Yoonkiminiee,ORG,en,8
Nctzen/Wayzenni/Teume,ORG,en,2
RT @daeyong,ORG,en,3
Mari,PERSON,en,4
u!,ORG,en,3
tysm 💚,PERSON,en,1
Love,WORK_OF_ART,en,1
Jin,PERSON,en,1
Yoongi,PERSON,en,1
Jimin,PERSON,en,2
Taehyung,PERSON,en,2
Inner Child,ORG,en,1
JK,PERSON,en,2
jaise pankaj,PERSON,en,1
10,CARDINAL,en,2
ko tender kaise mil raha,PERSON,en,1
Pankaj,PERSON,en,1
jo ki,PERSON,en,1
NA,ORG,en,1
K-DRAMA BA,ORG,en,1
EON,ORG,en,1
Teume,PERSON,en,1
RT @kthnads,ORG,en,1
mutualan gass army,PERSON,en,1
kalau lewat.thank youu,ORG,en,1
dekhne ke baad yahi,PERSON,en,1
jo karoge,PERSON,en,1
ke liye hazaro baithe hai,PERSON,en,1
koi matlab,PERSON,en,1
Galau,GPE,en,1
bestie &,ORG,en,1
Tae,PERSON,en,1
geleng geleng kepala,PERSON,en,1
NAMA KUCING,PERSON,en,1
DIA,ORG,en,1
RT @leehaeza:,ORG,en,1
G. M. Punk,PERSON,en,1
2022,DATE,en,1
Yeeha SEBAB KUCING JE BYE,PERSON,en,1
Sabar,LOC,es,1
IG,ORG,en,3
ke nehi,PERSON,en,1
iska,GPE,en,1
Koye,PERSON,en,1
nehi karega yelog,PERSON,en,1
karna galat,ORG,en,1
Maker,ORG,en,1
ke liye anidita,PERSON,en,1
Bukannya,GPE,en,1
Korea,GPE,en,1
Wonder Woman,PERSON,en,1
Ngai ke kita nanya meh,PERSON,en,1
Abaikan,PERSON,en,1
Anurag Thakur,PERSON,en,1
Mansukh Mandviya : Health,ORG,en,1
Darmendra Pradhan,PERSON,en,1
#ModiCabinetReshuffle,PERCENT,en,1
jujur mirissss bgt,ORG,en,1
kaya gini,PERSON,en,1
ga,ORG,en,4
semuanya punya,ORG,en,1
juga,ORG,en,2
Kaha,PERSON,en,1
6000,CARDINAL,en,1
Jana Hoga,PERSON,en,1
monthly,DATE,en,1
300,CARDINAL,en,1
Diya,ORG,en,1
Darna,GPE,en,1
#weekend,MONEY,en,1
#upGradAbroad #,MONEY,en,1
khud ko dekho,PERSON,en,1
ki tarah agar tipadiya krti firogi,PERSON,en,1
rah jayega,PERSON,en,1
Drakor,NORP,en,2
Webtoon,ORG,en,2
emang menyehatkan,PERSON,en,2
4EVA,NORP,en,1
@rujakserutenak haloo,PERSON,en,1
"RT @LOVEJJH97: nctzen, wayzenni",ORG,en,1
ayo mutualan,PERSON,en,2
@antika_cinta @AustinMcCoy3 Publishing,ORG,en,1
today,DATE,en,3
Denise Lynn,PERSON,en,1
FBI,ORG,en,1
"RT @BTS_twt: Blue side 

Cover Design",ORG,en,1
"Eddie Kang

",PERSON,en,1
@andihiyat,PERSON,en,2
Jhony Botak,PERSON,en,1
Graemen Thomas Wall,PERSON,en,1
Kuala Kencana District,GPE,en,1
Papua,PERSON,en,1
"March 30, 2020",DATE,en,1
Freeport,PERSON,en,1
VERONICA,ORG,es,3
AGEN HOAX,MISC,es,3
KKBTeroris,MISC,es,3
English,LANGUAGE,en,1
RT @dsuperboy,MISC,es,4
Bun,PER,es,4
nctzen ayo mutualan,PERSON,en,1
RT @mleeciouss,ORG,en,1
nctzen mutualan,PERSON,en,1
RT/LIKE,ORG,en,3
Vote Nct,ORG,en,3
Kategori,PERSON,en,3
01,CARDINAL,en,3
Februari,PERSON,en,3
18:00,CARDINAL,en,3
"KST
Link",PERSON,en,3
RT @easpoir,ORG,en,3
12th,ORDINAL,en,3
tomorrow,DATE,en,6
07.30 pm,TIME,en,3
Matcha,GPE,en,1
@EkselGerald Main,PERSON,en,1
RT @windaul,ORG,en,1
RT @FormeCzHaengbok,PERSON,en,1
Mutualan Yuk,PERSON,en,1
Biar,CARDINAL,en,1
Mutualan Yukkk,PERSON,en,1
ELF 🤗,ORG,en,1
dayy haduuuhzzzzz,PERSON,en,1
Jaha,PERSON,en,1
first,ORDINAL,en,6
RT @Butterrrrrr7:,ORG,en,1
RT @jaemincndy:,ORG,en,1
reveluv ayo,PERSON,en,1
android TV,ORG,en,1
Kena,PERSON,en,1
months,DATE,en,1
May,DATE,en,1
Jaga kesehatan ya,PERSON,en,1
Sayang,ORG,en,1
HAPPYJAEMINDAY,ORG,en,1
#.,MONEY,en,1
RT @engkuzzwan,PERSON,en,1
99%,PERCENT,en,1
1%,PERCENT,en,1
Males aja https://t.co/M9rro4QQfb,MISC,es,1
@claranabillaa,MISC,es,1
@rjmxrell,ORG,en,1
Allahuakbar,GPE,en,3
"🇵🇸
",PERSON,en,2
🇵🇸,PERSON,en,1
RT @m0onlqghtz:,ORG,en,1
mutualan?gas,PERSON,en,1
RT @REJ4SU,ORG,en,3
cari mutualan,PERSON,en,7
Belom Mandi,PERSON,en,1
RT @ArnoldPoernomo:,ORG,en,1
ADA,PERSON,en,1
🚀🌕 https://t.co/unMBIzejeW,ORG,en,1
https://t.co/fXrSpEUi1q,PERSON,en,1
nickelodeon,PERSON,en,1
Nicholas Elodeon,PERSON,en,1
1977,DATE,en,1
IOK Company,ORG,en,1
"Jo In Sung, Go Hyun Jung",PERSON,en,1
Nugas,GPE,nl,1
15,CARDINAL,en,3
@kepoajaluuuuu,PER,pt,1
10/10,CARDINAL,en,1
📉,NORP,en,5
South Jakarta,LOC,en,1
2017,DATE,en,2
RT @sbxmachiato,ORG,en,2
Exo-L,NORP,en,5
"Nctzen, MyDay",GPE,en,5
Wayzenni,PERSON,en,5
RT @yaelahbadut,PERSON,en,3
@Shiropath,ORG,en,1
ALLAH,ORGANIZATION,ro,3
"عَنِ الْفَحْشَاءِ وَالْمُنْكَرِ
",PRODUCT,ro,3
Sesungguhnya,GPE,ro,3
RT @Jaehyunmine97,ORG,en,1
siang guys,PERSON,en,1
dia ajaa,PERSON,en,1
RT @wrldzf,ORG,en,1
RT @DXELI00,ORG,en,1
Siga,LOC,pt,1
SEGUIDORES,MISC,pt,1
❤️🌇,MISC,pt,1
RT @xxx_marvin,ORG,en,2
RT @JaenminNa,ORG,en,1
teume carat nctzen,PERSON,en,1
RT @etoilesfleur,ORG,en,2
🧘🏻‍,PRODUCT,en,2
RT @dizlalala,ORG,en,1
new acc,ORG,en,1
gass help,PERSON,en,1
mutualan yu esp nctzen ato,PERSON,en,1
@MUTUALANDFESS Hayu,PER,es,3
"🥺
mau cari mutual baru",PERSON,en,1
yuk mutualan,PERSON,en,1
yaa thankyou,PERSON,en,1
RT @dwmjspie,PERSON,en,1
exp nctzen wayzenni,PERSON,en,1
million,CARDINAL,en,1
andaii https://t.co/P4xLrWfPCk,PERSON,en,1
Asedese,NORP,en,1
Kyle,PERSON,en,2
1st April 2021,DATE,en,2
#PalestinaMenang 🇵,MONEY,en,1
FilmKata,MONEY,en,1
RT @pledis_17:,ORG,en,1
17,CARDINAL,en,1
8,CARDINAL,en,1
RT @_whhy,ORG,en,1
RT @skiesforsuk,ORG,en,1
#CHOIHYUNSUK #,MONEY,en,1
"崔玹硕 
",PERSON,en,1
Love With People We Can't Have,WORK_OF_ART,en,1
RT @markiellol,ORG,en,1
"junhui juseyo
",PERSON,en,1
RT @YOOREXNCT,ORG,en,1
RT @FOLLOWSCARASEM,ORG,en,1
#JFB,MONEY,en,1
#FOLLOWBACK #,MONEY,en,1
# #OpenFollow #,MONEY,en,1
#InstantFollow #,MONEY,en,1
AutoFollow,ORG,en,1
JFB,ORG,en,1
RT @cacaaa36,ORG,en,1
gue cit,PERSON,en,1
RT @ArchNgelo,PERSON,en,1
#NFT Themes,MONEY,en,1
💦,ORG,en,1
Haduhhzzz,NORP,nl,1
Jual,PERSON,en,2
•netflix•spotify•youtube•iflix,CARDINAL,en,1
Garansi,PERSON,en,1
100%,PERCENT,en,1
Egg+Cheese,NORP,en,1
@megcheeseid,PERSON,en,1
RT @_kkiim2,ORG,en,1
RT @kusumaaa13,PERSON,en,1
Rizieq Case,PERSON,en,2
Nusantara Bersuara,PERSON,en,2
engene marie mutualan,PERSON,en,1
Kiwirok,GPE,en,1
KKB,ORG,en,1
https://t.co/cVt083ksw8,PERSON,en,1
haduuuhzzzzz pusing,ORG,en,1
amin https://t.co/rUv0kSgbA1,PERSON,en,1
RT @taekukra,ORG,en,1
Aku,PERSON,en,1
cari mutualan army,ORG,en,1
zenith ayoo mutualan,PERSON,en,1
rt ato,PERSON,en,1
kalo,PERSON,en,1
RT @yourssmoon,ORG,en,2
Halooo,ORG,en,2
tysm✌,PERSON,en,2
ayoo mutualan exol,PERSON,en,1
@akubingunggg,ORG,en,1
ini,ORG,en,1
sunte mukamal kapro se nange,PERSON,en,1
nahi kese,PERSON,en,1
rozi roti,PERSON,en,1
sahi kehte,PERSON,en,1
Taat,PERSON,en,1
prokotol banget papah,ORG,en,1
masker,ORG,en,1
Doru,PERSON,en,1
Benda,PERSON,en,1
lah haram dah besar,PERSON,en,1
lah fikir,PERSON,en,1
Korean,NORP,en,1
National pi Day,DATE,en,1
#Mathematics #,MONEY,en,1
Skills,ORG,en,1
GA BOSEN LIAT HOBI,ORG,en,1
ji se,PERSON,en,1
12,CARDINAL,en,1
banaya gaya,PERSON,en,1
kyu,ORG,en,1
10th,ORDINAL,en,1
63 mark,MONEY,en,1
11th,ORDINAL,en,1
65 mark hai,PERCENT,en,1
Max SZN,PERSON,en,1
England,GPE,en,1
QPR,ORG,en,1
Hadir,PERSON,en,1
p,GPE,en,1
RT @JCFFERY,ORG,en,2
kpop stan,PERSON,en,2
RT @LTYXXRA,ORG,en,2
Nctzen Wayzenni &,PERSON,en,1
mutualan lagi,PERSON,en,2
myself🥲,PRODUCT,en,10
@gkpakego haloo,PERSON,en,1
@weareoneEXO,ORG,en,1
Hayuu,LOC,es,1
RT @Sleepycookiew,ORG,en,1
rt &amp,ORG,en,6
juga tyyy &lt;3,ORG,en,1
RT @heeszure:,ORG,en,1
hii,NORP,en,1
RT @reth_aa,ORG,en,1
mutualan ga,PERSON,en,1
Rt &,ORG,en,1
mau,ORG,en,2
juga ayo,PERSON,en,1
RT @ksjlyyn,PERSON,en,1
RT @darxworld,ORG,en,1
Ariana,GPE,en,1
1 year ago,DATE,en,1
two,CARDINAL,en,3
20th April 2020,DATE,en,1
yooo mutualan yooo,PER,es,1
Mutura,GPE,en,1
pesa ya shopping imeishia hapo,PERSON,en,1
aman sii,MISC,es,1
RT @RGLNGLZ,ORG,en,4
Hoax dan playing victim,PERSON,en,2
RT @misterj0423: Dive Into You✨,ORG,en,1
#JENO,MONEY,en,1
NCTDREAM,GPE,en,1
NCT,MONEY,en,1
RT @rplagstwan,ORG,en,1
glowup,ORG,en,1
@sekenskuy @andihiyat,PERSON,nl,1
about #V,MONEY,en,1
5,CARDINAL,en,2
https://t.co/3dK45gE,PERSON,en,1
RT @7flutura,PERSON,en,1
Top9,NORP,en,1
korean,NORP,en,1
Spotify,GPE,en,2
BTS,ORG,en,2
RT @DailyofJK,PERSON,en,1
The Devils of Paradis Island,WORK_OF_ART,en,1
RT @sipengg,ORG,en,1
Gandhi Ji,PERSON,en,1
Mahatma Gandhi,PERSON,en,1
Amazon USA,ORG,en,1
Kenya,GPE,en,3
Mejja,GPE,en,1
Curfew Meru,PERSON,en,1
Didmus Barasa,PERSON,en,1
exo-l.,ORG,en,2
RT @ONEEsports:,ORG,en,2
Day 5 - Playoffs,DATE,en,2
2021,DATE,en,4
@FiersaBesari,NORP,en,3
dong ahaha,PERSON,en,1
📸,PERSON,en,1
Tomlol,ORG,en,1
RT @dxynanna,ORG,en,1
hai nctzen wayzenni,PERSON,en,1
RT @lalala0380:,ORG,en,1
RT @avocadorush,PERSON,en,1
nctzen wayzennie,PERSON,en,1
indonesian,NORP,en,1
RT @TomFelton,ORG,en,1
monday,DATE,en,1
RT @HausofHilton,ORG,en,1
RT @Lumixuxi11,ORG,en,1
nctzen,ORG,en,1
carat,ORG,en,2
one day,DATE,en,1
RT @Tiwaforjewa,ORG,en,1
Kencana,GPE,en,2
Wedos,ORG,en,1
RT @Cicelycalil,ORG,en,1
RT @bayu_joo,ORG,en,1
https://t.co/8sf573zDU1,CARDINAL,en,1
@Anyaselalubenar Cosmos - Carl Sagan,PERSON,en,1
Grow Rich - Napoleon Hill,PERSON,en,1
cari mutualan lagi army,ORG,en,1
@nivanda,ORG,fi,1
Mikasa,GPE,en,3
Relationship with Authority,ORG,en,1
https://t.co/XKOsFyw8Me,ORG,es,1
RT @NehaKPuri,ORG,en,1
@lejjeno,PERSON,en,1
RT @heavenbrat,ORG,en,1
Hayu,LOC,es,3
hari ini,PERSON,en,2
RT @johndaisy0o,ORG,en,1
nctzen.wayzenni,PERSON,en,1
Kuala Kencana,GPE,en,4
Mr Fundamental,ORG,en,1
#sailmaking #,MONEY,en,1
#workshop #,MONEY,en,1
friday,DATE,en,1
#handson #,MONEY,en,1
Turkish,NORP,en,1
#poem #poems #,MONEY,en,1
Hii,NORP,en,1
$30K. Premium,MONEY,en,1
#MachineLearning #BigData,MONEY,en,2
#AR #Robotics,MONEY,en,1
#ML,MONEY,en,2
#Metaverse #,MONEY,en,1
#loans #,MONEY,en,1
#Defi,MONEY,en,1
KB,PERSON,en,1
gardai xan,PRODUCT,en,1
Few days,DATE,en,1
mero,MONEY,en,1
fuski sakxa ni etra,PERSON,en,1
#CancelNEBExams,MONEY,en,1
mother jg bikin trauma,PERSON,en,1
jungkook,PERSON,en,2
https://t.co/J3azze8Ja6,GPE,en,1
Sobat Jatim,GPE,en,1
RT @IZONEISLOVE,ORG,en,1
3 years ago,DATE,en,1
#DreamsComeTrueIZONE,PERCENT,en,1
https://t.co/iAXW7lYMxD,PERSON,en,1
RT,ORG,en,2
https://t.co/mfsUQE0xmz,GPE,en,1
RT @scvdy,PERSON,en,2
🗯 nctzen,PERSON,en,1
help rt / like,PERSON,en,1
Late night,TIME,en,1
akan,ORG,en,1
Idk,PERSON,en,1
RT @Chrls_clrn: Everyone,ORG,en,1
RT @CLRSNGCHN,ORG,en,2
muk cri mutualan,PERSON,en,2
stan esp NCTzen wayzenni reveluv.,WORK_OF_ART,en,2
Automatic Malaria Detection Using Neural Network,ORG,en,1
Mortal Kombat,PERSON,en,1
HUaah,ORG,en,1
RT @ambistrs,PERSON,en,1
english,NORP,en,2
ki,PERSON,en,1
kon dayan dega,PERSON,en,1
mang,GPE,en,1
RT @tenniiee,ORG,en,3
Nawaitu,GPE,en,2
army,ORG,en,2
lewat,PERSON,en,1
Serina,NORP,en,1
mutualan kalo liat,PERSON,en,1
ilov duittt https://t.co/uonWkmTZQb,PER,fr,1
RT @bleedintearss,ORG,en,1
@xxyybd,ORG,en,1
koi kaam,PERSON,en,1
Eid Mubarak,PERSON,en,1
RT @McDonalds,ORG,en,2
the last day,DATE,en,2
Sebastian,CARDINAL,en,1
RT @ArnoldPoernomo: Ngl,ORG,en,1
Karafuru,ORG,en,1
RT @Ayyycaaaa,ORG,en,1
Jangan Fl00p,ORG,en,1
bhl,ORG,en,1
Yu dong,PERSON,en,1
RT @DFGJARG,ORG,en,1
stan mari,PERSON,en,1
@ketololan_tolol Jerry,PERSON,en,1
@radenrauf,ORG,en,1
Dasar https://t.co/tJ9lfhgxLS,PER,es,1
18,CARDINAL,en,1
#OurSunshineJeongwooDay,MONEY,en,1
#__,MONEY,en,2
4,MONEY,en,1
#VR #Analytics,MONEY,en,1
AR #Robotics,ORG,en,1
ETH,ORG,en,1
hobi &lt;3,ORG,en,1
Today,DATE,en,1
punya kucing,PERSON,en,1
yoongi teasing hobi,PERSON,en,1
Tumne,ORG,en,1
Misi,PERSON,en,1
yuk muttualan,PERSON,en,1
70 kg,QUANTITY,en,1
""" Hobi",WORK_OF_ART,en,1
bangtan,PERSON,en,1
Yash,ORG,en,1
KGF nallina,PERSON,en,1
nalli,ORG,en,1
BamBam,ORG,en,1
KBS Music Bank,ORG,en,1
Mutualan yu,PERSON,en,1
rt ya,PERSON,en,3
201030,DATE,en,1
Music Bank,ORG,en,1
# #DINO #,MONEY,en,1
Ways To Take Medical Marijuana,ORG,en,1
#medicalmarijuana #marijuana #,MONEY,en,1
"♥︎
- Rt &amp",PERSON,en,1
lipat baju,PERSON,en,1
basah2,NORP,en,1
ayu ting ting - siq,PERSON,en,1
Salman khan,PERSON,en,1
Main,GPE,en,1
Khanna,PERSON,en,1
Julab,PERSON,en,1
Salman ke guest,PERSON,en,1
hua Salman,PERSON,en,1
30,CARDINAL,en,1
bahaya hai,PERSON,en,1
Fir Khan,PERSON,en,1
Puppet &,ORG,en,1
Yasss,ORG,en,1
#MAMAMOO # #,MONEY,en,1
genre ku,PERSON,en,1
CRH,ORG,en,1
Theee Kim Kardashian,PERSON,en,1
KAREEM &lt;3 &,ORG,en,1
Apni Duaon Ma,PERSON,en,1
PhD,WORK_OF_ART,en,1
Beza tau antara pandai dengan bijaksana,PERSON,en,1
Yang selalu kita jumpa adalah kebodohan,PERSON,en,1
Congrats,NORP,en,1
Jahan,GPE,en,1
ki marzi hogi,PERSON,en,1
beth jain,PERSON,en,1
sal jee k through,PERSON,en,1
DTU m hua h. Fees,ORG,en,1
18 h. M 15,QUANTITY,en,1
DTU k bank,ORG,en,1
jara hu,PERSON,en,1
ho para,PERSON,en,1
kese bhru,PERSON,en,1
khud ka,PERSON,en,1
CANCELBOARDEXAM,PERSON,en,1
Bharat,NORP,en,1
Bada,FAC,en,1
West Bengal,PERSON,en,1
class10,PERSON,en,1
har ek state apni,PERSON,en,1
hei,ORG,en,1
Agar,PERSON,en,1
ke taiari kab lenge,PERSON,en,1
Ps,ORG,en,1
103,CARDINAL,en,1
karwadai,ORG,en,1
Moga,PERSON,en,1
